pupID #unique identifer for each mouse,litter #unique litter,sex,"treatment #saline and Sauton are both sham treatments, no.vacc means there was no sham, BCG and new.BCG were vaccinated. New.bcg was a different batch of bcg",outcome,challenge.time #day and time mice were challenged,challenge.weight #weight of mice at challenge,hr.post.challenge ,score,time,weight,ch.weight # absolute weight change from challenge to visit,pch.weight #percent weight change from challenge to visit
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,Sauton,live,2015.09.05 20:00,3.54,21.5,6,2015.09.06 17:30,3.4,-0.14,-3.95480226
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,Sauton,die,2015.09.13 20:10,4.9,27.33333333,0,2015.09.14 23:30,4.44,-0.46,-9.387755102
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,Sauton,die,2015.09.13 20:10,5.2,27.33333333,0,2015.09.14 23:30,4.78,-0.42,-8.076923077
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,Sauton,die,2015.09.13 20:10,5.12,27.33333333,0,2015.09.14 23:30,4.59,-0.53,-10.3515625
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,Sauton,die,2015.09.13 20:10,4.68,27.33333333,1,2015.09.14 23:30,4.25,-0.43,-9.188034188
2015.09.05_G2_M5 (F)_BCG_old.0.95,10,F,BCG,live,2015.09.13 20:10,4.96,27.33333333,8,2015.09.14 23:30,4.4,-0.56,-11.29032258
2015.09.05_G2_M6 (F)_BCG_old.0.95,10,F,BCG,die,2015.09.13 20:10,4.82,27.33333333,2,2015.09.14 23:30,4.26,-0.56,-11.61825726
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,Sauton,die,2015.09.14 17:15,5.01,24.25,3,2015.09.15 17:30,,,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,Sauton,die,2015.09.14 17:15,5.67,24.25,0,2015.09.15 17:30,5.39,-0.28,-4.938271605
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,Sauton,die,2015.09.14 17:15,5.56,24.25,6,2015.09.15 17:30,,,
2015.09.07_G3_M4 (F)_Sauton_old.0.95,11,F,Sauton,die,2015.09.14 17:15,5.49,NA,NA,,,,
2015.09.07_G3_M5 (F)_BCG_old.0.95,11,F,BCG,live,2015.09.14 17:15,5.18,24.25,7,2015.09.15 17:30,,,
2015.09.07_G3_M6 (M)_BCG_old.0.95,11,M,BCG,live,2015.09.14 17:15,5.68,24.25,6,2015.09.15 17:30,,,
2015.09.07_G3_M7 (M)_BCG_old.0.95,11,M,BCG,live,2015.09.14 17:15,5.53,24.25,7,2015.09.15 17:30,,,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,saline,live,2015.10.17 18:55,4.09,24.16666667,5,2015.10.10 19:05,3.77,-0.32,-7.82396088
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,saline,die,2015.10.17 18:55,3.46,24.16666667,4,2015.10.10 19:05,3.23,-0.23,-6.647398844
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,saline,die,2015.10.17 18:55,3.98,24.16666667,5,2015.10.10 19:05,3.66,-0.32,-8.040201005
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,saline,live,2015.10.17 18:55,4.11,24.16666667,5,2015.10.10 19:05,3.92,-0.19,-4.622871046
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,saline,live,2015.10.17 18:55,3.49,24.16666667,4,2015.10.10 19:05,3.4,-0.09,-2.578796562
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,saline,live,2015.10.17 18:55,3.93,24.16666667,7,2015.10.10 19:05,3.69,-0.24,-6.106870229
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.77,24.08333333,7,2015.10.18 19:25,3.52,-0.25,-6.631299735
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,saline,live,2015.10.17 19:20,4.2,24.08333333,8,2015.10.18 19:25,4.44,0.24,5.714285714
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.83,24.08333333,5,2015.10.18 19:25,3.56,-0.27,-7.049608355
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,saline,live,2015.10.17 19:20,3.76,24.08333333,6,2015.10.18 19:25,3.52,-0.24,-6.382978723
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.3,24.08333333,8,2015.10.18 19:25,3.14,-0.16,-4.848484848
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,saline,die,2015.10.17 19:20,3.78,24.08333333,4,2015.10.18 19:25,3.59,-0.19,-5.026455026
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,saline,die,2015.10.17 19:20,3.57,NA,NA,,,,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,saline,live,2015.10.17 19:20,3.8,24.08333333,7,2015.10.18 19:25,3.6,-0.2,-5.263157895
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,saline,live,2015.10.17 19:20,3.38,24.08333333,5,2015.10.18 19:25,3.59,0.21,6.213017751
2015.10.11_G7_M1 (F)_BCG_old.0.95,14,F,BCG,live,2015.10.18 18:25,5.75,25.33333333,6,2015.10.19 19:45,5.37,-0.38,-6.608695652
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,Sauton,live,2015.10.18 18:25,5.93,25.33333333,7,2015.10.19 19:45,5.67,-0.26,-4.384485666
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.16,24.16666667,4,2015.10.20 18:45,3.9,-0.26,-6.25
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.75,24.16666667,2,2015.10.20 18:45,4.32,-0.43,-9.052631579
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,saline,die,2015.10.19 18:35,4.67,24.16666667,1,2015.10.20 18:45,4.38,-0.29,-6.209850107
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.7,24.16666667,2,2015.10.20 18:45,4.3,-0.4,-8.510638298
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.54,24.16666667,0,2015.10.20 18:45,4.3,-0.24,-5.286343612
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,saline,die,2015.10.19 18:35,4.64,24.16666667,0,2015.10.20 18:45,4.32,-0.32,-6.896551724
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.63,24.16666667,0,2015.10.20 18:45,4.35,-0.28,-6.047516199
2015.10.12_G9_M1 (M)_BCG_NA,16,M,BCG,die,2015.10.19 19:15,4.8,23.66666667,0,2015.10.20 18:55,4.68,-0.12,-2.5
2015.10.12_G9_M2 (F)_BCG_NA,16,F,BCG,die,2015.10.19 19:15,4.39,23.66666667,2,2015.10.20 18:55,4.33,-0.06,-1.366742597
2015.10.12_G9_M3 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.54,23.66666667,0,2015.10.20 18:55,4.22,-0.32,-7.04845815
2015.10.12_G9_M4 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.36,23.66666667,2,2015.10.20 18:55,4.19,-0.17,-3.899082569
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.37,24.83333333,6,2015.11.03 17:55,,,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,3.49,24.83333333,0,2015.11.03 17:55,,,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.32,24.83333333,4,2015.11.03 17:55,,,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,4.1,24.83333333,5,2015.11.03 17:55,,,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.71,24.83333333,4,2015.11.03 17:55,,,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,5.49,24.83333333,7,2015.11.03 17:55,,,
2015.10.25_G2_M7 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,3.8,24.83333333,4,2015.11.03 17:55,,,
2015.10.25_G2_M8 (F)_BCG_old.0.95,17,F,BCG,die,2015.11.02 14:10,4.45,24.83333333,6,2015.11.03 17:55,,,
2015.10.25_G2_M9 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,4.06,24.83333333,6,2015.11.03 17:55,,,
2015.10.25_G2_M10 (F)_BCG_old.0.95,17,F,BCG,die,2015.11.02 14:10,4.11,24.83333333,6,2015.11.03 17:55,,,
2015.10.25_G2_M11 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,4.41,24.83333333,2,2015.11.03 17:55,,,
2015.10.27_G6_M1 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.79,23.91666667,4,2015.11.05 17:40,4.42,-0.37,-7.724425887
2015.10.27_G6_M2 (M)_BCG_old.0.95,18,M,BCG,live,2015.11.04 17:45,4.72,23.91666667,6,2015.11.05 17:40,4.62,-0.1,-2.118644068
2015.10.27_G6_M3 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.89,23.91666667,7,2015.11.05 17:40,4.56,-0.33,-6.748466258
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,Sauton,live,2015.11.04 17:45,4.92,23.91666667,6,2015.11.05 17:40,4.8,-0.12,-2.43902439
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,Sauton,die,2015.11.04 17:45,4.68,23.91666667,0,2015.11.05 17:40,4.35,-0.33,-7.051282051
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,Sauton,die,2015.11.04 17:45,4.7,23.91666667,4,2015.11.05 17:40,4.35,-0.35,-7.446808511
2015.10.8_G3_M1 (F)_no.vaccination_new.0.85,19,F,no.vaccination,live,2015.10.15 18:50,3.27,23.56666667,5,2015.10.16 18:20,3.39,0.12,3.669724771
2015.10.8_G3_M2 (M)_no.vaccination_new.0.85,19,M,no.vaccination,live,2015.10.15 18:50,3.26,23.56666667,5,2015.10.16 18:20,3.27,0.01,0.306748466
2015.10.8_G3_M3 (F)_no.vaccination_new.0.85,19,F,no.vaccination,live,2015.10.15 18:50,3.63,23.56666667,4,2015.10.16 18:20,3.48,-0.15,-4.132231405
2015.10.8_G3_M4 (M)_no.vaccination_new.0.85,19,M,no.vaccination,die,2015.10.15 18:50,3.22,23.56666667,5,2015.10.16 18:20,3.05,-0.17,-5.279503106
2015.10.8_G3_M5 (F)_no.vaccination_new.0.85,19,F,no.vaccination,die,2015.10.15 18:50,3.32,23.56666667,4,2015.10.16 18:20,3.17,-0.15,-4.518072289
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,Sauton,live,2015.10.15 18:50,2.51,23.56666667,6,2015.10.16 18:20,2.51,0,0
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,Sauton,die,2015.10.15 18:50,3.21,23.56666667,2,2015.10.16 18:20,3.08,-0.13,-4.049844237
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,Sauton,die,2015.10.15 18:50,3.57,23.56666667,4,2015.10.16 18:20,3.48,-0.09,-2.521008403
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,Sauton,die,2015.10.15 18:50,3.08,23.56666667,2,2015.10.16 18:20,2.98,-0.1,-3.246753247
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,Sauton,die,2015.10.15 18:50,3.39,23.56666667,2,2015.10.16 18:20,3.26,-0.13,-3.83480826
2015.11.09_G1_M1 (M)_BCG_new.0.95,20,M,BCG,die,2015.11.16 17:20,4.01,23.75,3,2015.11.17 18:20,3.75,-0.26,-6.483790524
2015.11.09_G1_M2 (M)_BCG_new.0.95,20,M,BCG,die,2015.11.16 17:20,3.83,23.75,3,2015.11.17 18:20,3.63,-0.2,-5.221932115
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.07,23.75,0,2015.11.17 18:20,3.81,-0.26,-6.388206388
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.08,23.75,3,2015.11.17 18:20,3.83,-0.25,-6.12745098
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,Sauton,die,2015.11.16 17:20,3.96,23.75,3,2015.11.17 18:20,3.7,-0.26,-6.565656566
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,Sauton,die,2015.11.16 17:20,3.95,23.75,4,2015.11.17 18:20,3.68,-0.27,-6.835443038
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,Sauton,live,2015.11.18 17:55,3.23,23.92,7,2015.11.19 18:30,3.14,-0.09,-2.786377709
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,Sauton,die,2015.11.18 17:55,3.17,23.92,3,2015.11.19 18:30,3,-0.17,-5.362776025
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,Sauton,die,2015.11.18 17:55,3.4,23.92,5,2015.11.19 18:30,3.13,-0.27,-7.941176471
2015.11.10_G2_M5 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.31,23.92,5,2015.11.19 18:30,2.98,-0.33,-9.96978852
2015.11.10_G2_M6 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.43,23.92,5,2015.11.19 18:30,3.18,-0.25,-7.288629738
2015.11.10_G2_M7 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.44,23.92,3,2015.11.19 18:30,3.22,-0.22,-6.395348837
2015.11.10_G2_M8 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.13,23.92,7,2015.11.19 18:30,3.08,-0.05,-1.597444089
2015.11.10_G3_M1 (M)_BCG_new.0.95,22,M,BCG,die,2015.11.19 18:10,3.68,24,4,2015.11.20 18:10,3.41,-0.27,-7.336956522
2015.11.10_G3_M2 (F)_BCG_new.0.95,22,F,BCG,die,2015.11.19 18:10,3.78,24,0,2015.11.20 18:10,3.45,-0.33,-8.73015873
2015.11.10_G3_M3 (M)_BCG_new.0.95,22,M,BCG,live,2015.11.19 18:10,3.65,24,7,2015.11.20 18:10,3.89,0.24,6.575342466
2015.11.10_G3_M4 (F)_BCG_new.0.95,22,F,BCG,die,2015.11.19 18:10,3.58,24,3,2015.11.20 18:10,3.33,-0.25,-6.983240223
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,Sauton,die,2015.11.19 18:10,3.8,24,4,2015.11.20 18:10,3.53,-0.27,-7.105263158
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,Sauton,die,2015.11.19 18:10,3.82,NA,NA,,,,
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,Sauton,die,2015.11.19 18:10,3.86,NA,NA,,,,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,Sauton,die,2015.12.07 17:55,3.61,23.58,0,2015.12.08 17:30,3.36,-0.25,-6.925207756
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,Sauton,live,2015.12.07 17:55,3.75,23.58,8,2015.12.08 17:30,4.23,0.48,12.8
2015.11.30_G4_M4 (M)_BCG_new.0.95,23,M,BCG,live,2015.12.07 17:55,3.71,23.58,7,2015.12.08 17:30,3.82,0.11,2.964959569
2015.11.30_G4_M5 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.66,23.58,8,2015.12.08 17:30,3.62,-0.04,-1.092896175
2015.11.30_G4_M6 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.53,23.58,7,2015.12.08 17:30,3.4,-0.13,-3.682719547
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,Sauton,live,2015.12.07 18:20,4.65,23.5,7,2015.12.08 17:50,4.64,-0.01,-0.215053763
2015.11.30_G5_M3 (M)_BCG_new.0.95,24,M,BCG,die,2015.12.07 18:20,4.6,23.5,0,2015.12.08 17:50,,,
2015.11.30_G5_M4 (F)_BCG_new.0.95,24,F,BCG,live,2015.12.07 18:20,4.62,23.5,6,2015.12.08 17:50,4.29,-0.33,-7.142857143
2015.11.30_G5_M5 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,3.9,23.5,4,2015.12.08 17:50,3.65,-0.25,-6.41025641
2015.11.30_G5_M6 (M)_new.BCG_new.0.95,24,M,new.BCG,live,2015.12.07 18:20,4.65,23.5,7,2015.12.08 17:50,4.17,-0.48,-10.32258065
2015.11.30_G5_M7 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,4.54,23.5,4,2015.12.08 17:50,4.28,-0.26,-5.726872247
2015.11.30_G6_M2 (F)_new.BCG_new.0.95,25,F,new.BCG,live,2015.12.07 18:45,4.25,23.25,3,2015.12.08 18:00,3.83,-0.42,-9.882352941
2015.11.30_G6_M3 (F)_new.BCG_new.0.95,25,F,new.BCG,die,2015.12.07 18:45,3.72,23.25,0,2015.12.08 18:00,3.48,-0.24,-6.451612903
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,Sauton,die,2015.12.07 18:45,4.11,23.25,NA,,,,
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,Sauton,die,2015.12.07 18:45,3.79,23.25,NA,,,,
2015.11.30_G6_M6 (F)_BCG_new.0.95,25,F,BCG,live,2015.12.07 18:45,4.26,23.25,7,2015.12.08 18:00,4.28,0.02,0.469483568
2015.11.30_G6_M7 (M)_BCG_new.0.95,25,M,BCG,live,2015.12.07 18:45,3.8,23.25,4,2015.12.08 18:00,3.54,-0.26,-6.842105263
2015.11.30_G6_M8 (F)_BCG_new.0.95,25,F,BCG,die,2015.12.07 18:45,4.42,23.25,0,2015.12.08 18:00,4.11,-0.31,-7.013574661
